[generation 0]
agent_120 = 5.462903
agent_121 = 5.744722
agent_122 = 5.553813
agent_123 = 5.844722
agent_124 = 4.314126
agent_125 = 115.062903
agent_126 = 3.498746
agent_127 = 60.562903
agent_128 = 2.026218
agent_129 = 11.098746
agent_130 = 1.826788
agent_131 = 13.898746
agent_132 = 0.000000
agent_133 = 18.726788
agent_134 = 0.028291
agent_135 = 28.426788
agent_136 = 0.000000
agent_137 = 0.000000
agent_138 = 0.000000
agent_139 = 0.000000
agent_140 = 0.963636
agent_141 = 3.163636
agent_142 = 0.363636
agent_143 = 3.063636
agent_144 = 0.181818
agent_145 = 0.463636
agent_146 = 0.272727
agent_147 = 0.563636
agent_148 = 0.181818
agent_149 = 0.181818
agent_150 = 0.181818
agent_151 = 0.181818
agent_152 = 0.090909
agent_153 = 0.381818
agent_154 = 0.000000
agent_155 = 0.281818
agent_156 = 0.000000
agent_157 = 0.000000
agent_158 = 0.000000
agent_159 = 0.000000

[generation 3]
agent_0 = 5.267719
agent_1 = 25.784145
agent_2 = 5.113803
agent_3 = 15.367478
agent_4 = 15.407770
agent_5 = 4.146956
agent_6 = 7.164015
agent_7 = 7.454924
agent_8 = 9.825407
agent_9 = 8.307519
agent_10 = 3.669318
agent_11 = 3.048364
agent_12 = 6.414191
agent_13 = 3.614402
agent_14 = 1.821065
agent_15 = 4.180440
agent_16 = 0.000000
agent_17 = 33.634108
agent_18 = 0.075661
agent_19 = 12.125413
agent_20 = 5.692705
agent_21 = 32.077811
agent_22 = 7.586322
agent_23 = 13.994478
agent_24 = 12.812443
agent_25 = 3.906106
agent_26 = 45.652405
agent_27 = 7.179762
agent_28 = 2.976619
agent_29 = 4.964930
agent_30 = 3.976619
agent_31 = 4.435518
agent_32 = 4.466355
agent_33 = 1.745369
agent_34 = 6.180215
agent_35 = 2.464119
agent_36 = 0.000000
agent_37 = 6.822292
agent_38 = 0.524684
agent_39 = 19.853061
agent_40 = 4.649306
agent_41 = 4.582835
agent_42 = 3.526790
agent_43 = 4.516901
agent_44 = 3.727659
agent_45 = 10.564684
agent_46 = 3.255607
agent_47 = 11.527147
agent_48 = 4.730864
agent_49 = 10.146854
agent_50 = 1.463889
agent_51 = 11.811469
agent_52 = 1.392342
agent_53 = 2.551317
agent_54 = 0.794556
agent_55 = 1.601065
agent_56 = 0.986757
agent_57 = 2.934836
agent_58 = 0.000000
agent_59 = 24.200446
agent_60 = 6.876995
agent_61 = 5.975566
agent_62 = 12.189558
agent_63 = 10.440434
agent_64 = 16.348533
agent_65 = 4.229218
agent_66 = 11.548533
agent_67 = 5.172740
agent_68 = 2.790901
agent_69 = 8.479078
agent_70 = 3.398887
agent_71 = 8.073883
agent_72 = 0.952720
agent_73 = 15.289014
agent_74 = 1.062635
agent_75 = 59.104399
agent_76 = 0.000000
agent_77 = 0.798749
agent_78 = 5.103242
agent_79 = 30.123980
agent_80 = 0.000000
agent_81 = 0.000000
agent_82 = 0.000000
agent_83 = 0.000000
agent_84 = 0.000000
agent_85 = 0.000000
agent_86 = 0.000000
agent_87 = 0.000000
agent_88 = 0.000000
agent_89 = 0.000000
agent_90 = 0.000000
agent_91 = 0.000000
agent_92 = 0.000000
agent_93 = 0.000000
agent_94 = 0.000000
agent_95 = 0.000000
agent_96 = 0.000000
agent_97 = 0.000000
agent_98 = 0.000000
agent_99 = 0.000000
agent_100 = 3.410119
agent_101 = 5.307025
agent_102 = 5.267026
agent_103 = 4.186948
agent_104 = 5.081415
agent_105 = 3.155910
agent_106 = 3.639664
agent_107 = 2.628301
agent_108 = 2.355184
agent_109 = 4.217762
agent_110 = 2.163998
agent_111 = 4.186948
agent_112 = 2.936929
agent_113 = 1.064094
agent_114 = 3.702162
agent_115 = 1.924046
agent_116 = 0.049992
agent_117 = 2.397852
agent_118 = 0.000000
agent_119 = 3.583098
agent_120 = 70.420672
agent_121 = 5.930997
agent_122 = 39.120672
agent_123 = 5.899941
agent_124 = 5.701303
agent_125 = 6.682399
agent_126 = 4.678408
agent_127 = 6.635632
agent_128 = 5.330163
agent_129 = 3.697511
agent_130 = 22.628913
agent_131 = 3.889995
agent_132 = 1.949875
agent_133 = 8.112145
agent_134 = 2.682147
agent_135 = 17.789811
agent_136 = 0.000000
agent_137 = 40.849875
agent_138 = 0.974937
agent_139 = 79.749875
agent_140 = 6.493266
agent_141 = 0.363636
agent_142 = 6.393266
agent_143 = 1.178451
agent_144 = 0.463636
agent_145 = 0.272727
agent_146 = 0.563636
agent_147 = 0.181818
agent_148 = 0.181818
agent_149 = 0.181818
agent_150 = 0.181818
agent_151 = 0.181818
agent_152 = 0.381818
agent_153 = 0.000000
agent_154 = 0.281818
agent_155 = 0.090909
agent_156 = 0.000000
agent_157 = 0.000000
agent_158 = 0.000000
agent_159 = 0.000000

[generation 4]
agent_0 = 6.181099
agent_1 = 19.486982
agent_2 = 7.034040
agent_3 = 13.686982
agent_4 = 23.999281
agent_5 = 4.307232
agent_6 = 41.817463
agent_7 = 4.371739
agent_8 = 7.460342
agent_9 = 7.004529
agent_10 = 11.295868
agent_11 = 2.672097
agent_12 = 1.774901
agent_13 = 14.699370
agent_14 = 0.877704
agent_15 = 17.126642
agent_16 = 2.743024
agent_17 = 1.570985
agent_18 = 0.000000
agent_19 = 3.695075
agent_20 = 7.533790
agent_21 = 7.606421
agent_22 = 5.842823
agent_23 = 12.473477
agent_24 = 4.855402
agent_25 = 7.842823
agent_26 = 4.351832
agent_27 = 9.950931
agent_28 = 10.768499
agent_29 = 4.989456
agent_30 = 7.560165
agent_31 = 2.688466
agent_32 = 1.437671
agent_33 = 5.108795
agent_34 = 1.622832
agent_35 = 5.890847
agent_36 = 3.365207
agent_37 = 0.526601
agent_38 = 8.943468
agent_39 = 0.000000
agent_40 = 4.860948
agent_41 = 4.255167
agent_42 = 10.939240
agent_43 = 4.538183
agent_44 = 3.596703
agent_45 = 6.018192
agent_46 = 3.876158
agent_47 = 4.659762
agent_48 = 3.634378
agent_49 = 3.966617
agent_50 = 5.200863
agent_51 = 2.641852
agent_52 = 6.546176
agent_53 = 1.964748
agent_54 = 2.634443
agent_55 = 1.749638
agent_56 = 0.565235
agent_57 = 4.682071
agent_58 = 0.000000
agent_59 = 39.833422
agent_60 = 13.429157
agent_61 = 3.476978
agent_62 = 10.317216
agent_63 = 3.072432
agent_64 = 1.689155
agent_65 = 10.350264
agent_66 = 4.181853
agent_67 = 9.313557
agent_68 = 0.551378
agent_69 = 1.723188
agent_70 = 1.398457
agent_71 = 12.032012
agent_72 = 2.754942
agent_73 = 0.185765
agent_74 = 0.976253
agent_75 = 6.403433
agent_76 = 0.000000
agent_77 = 0.475351
agent_78 = 4.653794
agent_79 = 44.487216
agent_80 = 0.978599
agent_81 = 93.411744
agent_82 = 0.000000
agent_83 = 47.684471
agent_84 = 0.000000
agent_85 = 0.000000
agent_86 = 0.000000
agent_87 = 0.000000
agent_88 = 0.000000
agent_89 = 0.000000
agent_90 = 0.000000
agent_91 = 0.000000
agent_92 = 0.000000
agent_93 = 0.000000
agent_94 = 0.000000
agent_95 = 0.000000
agent_96 = 0.000000
agent_97 = 0.000000
agent_98 = 0.000000
agent_99 = 0.000000
agent_100 = 7.880997
agent_101 = 39.463663
agent_102 = 8.058871
agent_103 = 53.377949
agent_104 = 6.172741
agent_105 = 81.080997
agent_106 = 5.909456
agent_107 = 146.480997
agent_108 = 3.964510
agent_109 = 168.909456
agent_110 = 3.934908
agent_111 = 112.609456
agent_112 = 1.961404
agent_113 = 84.827765
agent_114 = 2.035545
agent_115 = 111.045622
agent_116 = 0.000000
agent_117 = 135.061404
agent_118 = 0.000264
agent_119 = 96.261404
agent_120 = 60.387730
agent_121 = 9.281681
agent_122 = 12.421063
agent_123 = 5.839118
agent_124 = 4.254790
agent_125 = 65.270178
agent_126 = 4.146615
agent_127 = 9.081485
agent_128 = 12.646615
agent_129 = 2.527602
agent_130 = 8.546615
agent_131 = 3.244385
agent_132 = 3.148084
agent_133 = 1.727733
agent_134 = 10.975795
agent_135 = 3.284628
agent_136 = 19.303491
agent_137 = 0.214532
agent_138 = 6.057630
agent_139 = 0.000000
agent_140 = 2.334785
agent_141 = 2.243876
agent_142 = 2.243876
agent_143 = 2.243876
agent_144 = 17.943876
agent_145 = 1.303756
agent_146 = 18.043876
agent_147 = 0.363636
agent_148 = 0.463636
agent_149 = 0.272727
agent_150 = 0.563636
agent_151 = 0.181818
agent_152 = 0.281818
agent_153 = 0.090909
agent_154 = 0.381818
agent_155 = 0.000000
agent_156 = 0.000000
agent_157 = 0.000000
agent_158 = 0.000000
agent_159 = 0.000000

[generation 5]
agent_0 = 6.099687
agent_1 = 11.517453
agent_2 = 5.107690
agent_3 = 7.004120
agent_4 = 6.762235
agent_5 = 7.994318
agent_6 = 6.937235
agent_7 = 3.787993
agent_8 = 231.987993
agent_9 = 1.830221
agent_10 = 159.887993
agent_11 = 6.539015
agent_12 = 1.720632
agent_13 = 1.946163
agent_14 = 1.775427
agent_15 = 1.888192
agent_16 = 3.803569
agent_17 = 10.794678
agent_18 = 10.614040
agent_19 = 0.000000
agent_20 = 11.046614
agent_21 = 3.796512
agent_22 = 5.836442
agent_23 = 10.192466
agent_24 = 7.166722
agent_25 = 5.183744
agent_26 = 106.597891
agent_27 = 9.058493
agent_28 = 17.891750
agent_29 = 3.435303
agent_30 = 3.945084
agent_31 = 2.632327
agent_32 = 9.219804
agent_33 = 1.002911
agent_34 = 3.940861
agent_35 = 9.596263
agent_36 = 0.000000
agent_37 = 5.066918
agent_38 = 15.884541
agent_39 = 5.270501
agent_40 = 5.346375
agent_41 = 3.178115
agent_42 = 9.905566
agent_43 = 14.261590
agent_44 = 3.446503
agent_45 = 2.986704
agent_46 = 2.556673
agent_47 = 5.584804
agent_48 = 2.283783
agent_49 = 2.723939
agent_50 = 1.648447
agent_51 = 3.159918
agent_52 = 0.735728
agent_53 = 2.468347
agent_54 = 1.135525
agent_55 = 3.990788
agent_56 = 0.538286
agent_57 = 0.000000
agent_58 = 2.517562
agent_59 = 0.278970
agent_60 = 5.965722
agent_61 = 3.796430
agent_62 = 7.701374
agent_63 = 5.228520
agent_64 = 275.710716
agent_65 = 1.855582
agent_66 = 63.053573
agent_67 = 10.473549
agent_68 = 7.654124
agent_69 = 3.149271
agent_70 = 2.698148
agent_71 = 0.786177
agent_72 = 1.591654
agent_73 = 2.437884
agent_74 = 0.340047
agent_75 = 8.879533
agent_76 = 0.097566
agent_77 = 0.000000
agent_78 = 0.275163
agent_79 = 1.553605
agent_80 = 1.972017
agent_81 = 1.972017
agent_82 = 1.972017
agent_83 = 1.972017
agent_84 = 1.972017
agent_85 = 1.972017
agent_86 = 1.972017
agent_87 = 1.972017
agent_88 = 1.972017
agent_89 = 1.972017
agent_90 = 1.972017
agent_91 = 1.972017
agent_92 = 278.153835
agent_93 = 0.000000
agent_94 = 140.062926
agent_95 = 10.851549
agent_96 = 0.000000
agent_97 = 0.000000
agent_98 = 0.000000
agent_99 = 0.000000
agent_100 = 4.649461
agent_101 = 5.605177
agent_102 = 5.136917
agent_103 = 8.934181
agent_104 = 13.059960
agent_105 = 3.452691
agent_106 = 5.311381
agent_107 = 4.128132
agent_108 = 8.766689
agent_109 = 2.260658
agent_110 = 3.175477
agent_111 = 7.849389
agent_112 = 21.143992
agent_113 = 2.500711
agent_114 = 4.060658
agent_115 = 0.622045
agent_116 = 0.000000
agent_117 = 0.016405
agent_118 = 6.425947
agent_119 = 0.871204
agent_120 = 6.113484
agent_121 = 8.252575
agent_122 = 6.336341
agent_123 = 5.996262
agent_124 = 4.259419
agent_125 = 19.196262
agent_126 = 5.127840
agent_127 = 12.596262
agent_128 = 3.015134
agent_129 = 6.493462
agent_130 = 3.356086
agent_131 = 5.487079
agent_132 = 1.759036
agent_133 = 6.742406
agent_134 = 2.221800
agent_135 = 4.457441
agent_136 = 0.879518
agent_137 = 9.059036
agent_138 = 0.000000
agent_139 = 16.359036
agent_140 = 0.515152
agent_141 = 0.515152
agent_142 = 0.515152
agent_143 = 0.515152
agent_144 = 0.424242
agent_145 = 0.615152
agent_146 = 0.333333
agent_147 = 0.715152
agent_148 = 0.333333
agent_149 = 0.333333
agent_150 = 0.333333
agent_151 = 0.333333
agent_152 = 0.000000
agent_153 = 0.533333
agent_154 = 0.166667
agent_155 = 0.633333
agent_156 = 0.000000
agent_157 = 0.000000
agent_158 = 0.000000
agent_159 = 0.000000

[generation 6]
agent_0 = 36.074359
agent_1 = 12.600357
agent_2 = 8.052807
agent_3 = 2.969246
agent_4 = 107.069246
agent_5 = 211.169246
agent_6 = 1.978760
agent_7 = 5.456818
agent_8 = 176.137851
agent_9 = 85.137851
agent_10 = 1.190630
agent_11 = 5.075000
agent_12 = 26.291138
agent_13 = 0.000000
agent_14 = 7.737285
agent_15 = 5.375000
agent_16 = 0.000000
agent_17 = 0.000000
agent_18 = 0.000000
agent_19 = 0.000000
agent_20 = 5.085839
agent_21 = 6.831396
agent_22 = 5.566563
agent_23 = 28.384667
agent_24 = 6.436041
agent_25 = 3.848623
agent_26 = 5.959965
agent_27 = 6.843415
agent_28 = 2.698623
agent_29 = 12.201564
agent_30 = 3.273623
agent_31 = 4.495682
agent_32 = 1.960785
agent_33 = 14.265290
agent_34 = 1.009434
agent_35 = 7.698623
agent_36 = 1.782883
agent_37 = 2.703774
agent_38 = 3.036801
agent_39 = 0.000000
agent_40 = 4.256811
agent_41 = 8.336148
agent_42 = 3.731860
agent_43 = 6.818501
agent_44 = 3.720157
agent_45 = 3.745887
agent_46 = 3.853735
agent_47 = 11.896668
agent_48 = 4.749240
agent_49 = 2.700764
agent_50 = 5.613276
agent_51 = 9.548935
agent_52 = 1.212954
agent_53 = 6.713342
agent_54 = 1.792001
agent_55 = 4.779580
agent_56 = 0.000000
agent_57 = 3.953254
agent_58 = 0.598573
agent_59 = 1.481324
agent_60 = 3.608618
agent_61 = 6.357126
agent_62 = 2.984226
agent_63 = 4.683870
agent_64 = 4.106754
agent_65 = 5.459810
agent_66 = 2.716542
agent_67 = 2.429661
agent_68 = 17.343530
agent_69 = 1.356279
agent_70 = 9.789584
agent_71 = 13.725244
agent_72 = 2.160545
agent_73 = 0.000000
agent_74 = 16.331654
agent_75 = 0.276927
agent_76 = 1.611976
agent_77 = 18.272766
agent_78 = 0.335782
agent_79 = 5.657632
agent_80 = 0.000000
agent_81 = 0.000000
agent_82 = 0.000000
agent_83 = 0.000000
agent_84 = 0.000000
agent_85 = 0.000000
agent_86 = 0.000000
agent_87 = 0.000000
agent_88 = 0.000000
agent_89 = 0.000000
agent_90 = 0.000000
agent_91 = 0.000000
agent_92 = 0.000000
agent_93 = 0.000000
agent_94 = 0.000000
agent_95 = 0.000000
agent_96 = 0.000000
agent_97 = 0.000000
agent_98 = 0.000000
agent_99 = 0.000000
agent_100 = 56.573931
agent_101 = 7.732849
agent_102 = 93.573931
agent_103 = 7.751297
agent_104 = 31.732849
agent_105 = 5.854430
agent_106 = 30.232849
agent_107 = 6.702546
agent_108 = 40.054430
agent_109 = 3.916900
agent_110 = 73.654430
agent_111 = 4.036848
agent_112 = 67.416900
agent_113 = 1.959723
agent_114 = 112.016900
agent_115 = 1.983587
agent_116 = 66.359723
agent_117 = 0.039798
agent_118 = 109.159723
agent_119 = 0.000000
agent_120 = 11.985330
agent_121 = 4.490387
agent_122 = 8.594421
agent_123 = 4.376881
agent_124 = 4.723903
agent_125 = 4.245733
agent_126 = 4.361158
agent_127 = 4.114586
agent_128 = 5.478222
agent_129 = 2.749201
agent_130 = 6.906794
agent_131 = 4.637663
agent_132 = 1.072731
agent_133 = 16.539411
agent_134 = 1.009130
agent_135 = 14.569714
agent_136 = 0.946266
agent_137 = 1.603008
agent_138 = 15.706596
agent_139 = 0.000000
agent_140 = 0.181818
agent_141 = 0.181818
agent_142 = 0.181818
agent_143 = 0.181818
agent_144 = 0.181818
agent_145 = 0.181818
agent_146 = 0.181818
agent_147 = 0.181818
agent_148 = 0.181818
agent_149 = 0.181818
agent_150 = 0.181818
agent_151 = 0.181818
agent_152 = 0.381818
agent_153 = 0.000000
agent_154 = 0.281818
agent_155 = 0.090909
agent_156 = 0.000000
agent_157 = 0.000000
agent_158 = 0.000000
agent_159 = 0.000000

[generation 7]
agent_0 = 5.669826
agent_1 = 23.353793
agent_2 = 5.493607
agent_3 = 34.009349
agent_4 = 9.383263
agent_5 = 3.780372
agent_6 = 12.803952
agent_7 = 6.606843
agent_8 = 2.318324
agent_9 = 5.668372
agent_10 = 3.219289
agent_11 = 9.508372
agent_12 = 1.826016
agent_13 = 3.288021
agent_14 = 1.333709
agent_15 = 4.257718
agent_16 = 0.000000
agent_17 = 3.241077
agent_18 = 0.719315
agent_19 = 2.281077
agent_20 = 4.785317
agent_21 = 7.683418
agent_22 = 5.114835
agent_23 = 8.801359
agent_24 = 4.126274
agent_25 = 14.527020
agent_26 = 22.866997
agent_27 = 3.687459
agent_28 = 3.902843
agent_29 = 5.723690
agent_30 = 2.447952
agent_31 = 3.720792
agent_32 = 3.506249
agent_33 = 2.771133
agent_34 = 6.408742
agent_35 = 0.953881
agent_36 = 0.000000
agent_37 = 1.329734
agent_38 = 0.671499
agent_39 = 1.803935
