[generation 0]
agent_19 = 0.000000

[generation 8]
agent_0 = 5.833351
agent_1 = 92.632851
agent_2 = 6.431305
agent_3 = 13.344422
agent_4 = 17.784080
agent_5 = 4.642064
agent_6 = 6.356272
agent_7 = 5.621170
agent_8 = 3.700989
agent_9 = 21.352472
agent_10 = 2.946046
agent_11 = 17.226098
agent_12 = 1.395866
agent_13 = 13.431760
agent_14 = 1.156493
agent_15 = 16.271046
agent_16 = 0.474645
agent_17 = 2.028288
agent_18 = 0.000000
agent_19 = 3.403288

[generation 9]
agent_0 = 5.687440
agent_1 = 38.128189
agent_2 = 5.721764
agent_3 = 23.728189
agent_4 = 14.618283
agent_5 = 5.603654
agent_6 = 5.808694
agent_7 = 4.662522
agent_8 = 3.704363
agent_9 = 37.362522
agent_10 = 2.746204
agent_11 = 40.662522
agent_12 = 1.069281
agent_13 = 12.564386
agent_14 = 2.015435
agent_15 = 7.655295
agent_16 = 1.265937
agent_17 = 17.808251
agent_18 = 0.000000
agent_19 = 10.931477

[generation 10]
agent_0 = 9.793555
agent_1 = 6.390884
agent_2 = 7.172373
agent_3 = 6.489099
agent_4 = 4.770501
agent_5 = 9.799289
agent_6 = 5.673410
agent_7 = 20.026301
agent_8 = 68.937168
agent_9 = 2.827828
agent_10 = 36.853834
agent_11 = 3.116517
agent_12 = 8.515707
agent_13 = 1.556642
agent_14 = 2.918737
agent_15 = 4.687150
agent_16 = 0.000000
agent_17 = 4.232698
agent_18 = 0.462737
agent_19 = 12.314388

[generation 11]
agent_0 = 6.333727
agent_1 = 83.138941
agent_2 = 6.292513
agent_3 = 64.738941
agent_4 = 5.970834
agent_5 = 6.892513
agent_6 = 5.895077
agent_7 = 6.592513
agent_8 = 3.965877
agent_9 = 130.895077
agent_10 = 3.929077
agent_11 = 83.095077
agent_12 = 1.970181
agent_13 = 99.829077
agent_14 = 2.056605
agent_15 = 64.329077
agent_16 = 0.001745
agent_17 = 144.170181
agent_18 = 0.000000
agent_19 = 148.370181

[generation 12]
agent_0 = 4.853359
agent_1 = 3.771153
agent_2 = 3.855685
agent_3 = 3.798303
agent_4 = 6.883042
agent_5 = 7.003858
agent_6 = 4.113811
agent_7 = 2.744054
agent_8 = 50.461226
agent_9 = 0.807221
agent_10 = 75.894381
agent_11 = 0.810390
agent_12 = 1.101278
agent_13 = 4.738218
agent_14 = 0.931252
agent_15 = 1.328659
agent_16 = 0.931134
agent_17 = 1.055047
agent_18 = 0.000000
agent_19 = 152.195633

[generation 13]
agent_0 = 37.765492
agent_1 = 6.444206
agent_2 = 28.971735
agent_3 = 6.725861
agent_4 = 12.644206
agent_5 = 5.004882
agent_6 = 9.844206
agent_7 = 5.158492
agent_8 = 17.196549
agent_9 = 3.292138
agent_10 = 15.584427
agent_11 = 3.333438
agent_12 = 2.466450
agent_13 = 17.928980
agent_14 = 1.640762
agent_15 = 7.555296
agent_16 = 0.000000
agent_17 = 4.397391
agent_18 = 1.004762
agent_19 = 12.883186

[generation 14]
agent_0 = 3.843647
agent_1 = 5.798732
agent_2 = 3.881282
agent_3 = 17.017780
agent_4 = 22.343647
agent_5 = 2.107401
agent_6 = 13.243647
agent_7 = 2.129414
agent_8 = 3.078615
agent_9 = 2.240801
agent_10 = 1.190175
agent_11 = 8.252837
agent_12 = 1.352675
agent_13 = 1.203841
agent_14 = 0.738739
agent_15 = 12.474694
agent_16 = 1.331596
agent_17 = 0.369369
agent_18 = 14.024453
agent_19 = 0.000000

